Transaction Hash,Date,Quarter,From,To,Category,Amount,Asset,Value
0x67ccf8566e6622708a60a33d94c3b0be8717ab6b0db132066117de06cb5e0dbf,2024-11-10,2024Q4,DAO Wallet,Metagov,Metagov,15000.0,ENS,265050.0
0x4a1aed7b7ede77f27116945b2378cfd348244bb73eaa9e1e5129c9e6ca74a081,2024-11-21,2024Q4,Metagov,Code4rena,Audit,86400.0,USDC,86400.0
0x01cecc1de428185299c5348b312218d75f8f6b7c42b0cb361bfce4acf9d5e1b8,2024-11-24,2024Q4,Public Goods,simona.eth,IRL,5000.0,USDC,5000.0
0x01cecc1de428185299c5348b312218d75f8f6b7c42b0cb361bfce4acf9d5e1b8,2024-11-24,2024Q4,Public Goods,coltron.eth,IRL,4000.0,USDC,4000.0
0x01cecc1de428185299c5348b312218d75f8f6b7c42b0cb361bfce4acf9d5e1b8,2024-11-24,2024Q4,Public Goods,vegayp.eth,IRL,4000.0,USDC,4000.0
0x27e6f4877c206f57c9d035aa7e78d0953e829a583bfd18a2ed7924eb8678f1c7,2024-11-25,2024Q4,Ecosystem,ENS Labs,IRL,20000.0,USDC,20000.0
0x820af9be1be9c22f945c4b7bc7f4f485780bb2f8cb909aa38c1ffe76e514afeb,2024-11-26,2024Q4,Ecosystem,vision.io,Sponsorship,1800.0,USDC,1800.0
0x1a6289c86e0d36a1931d84d5af033aac21ae9f7c3fcfb4381b03fa9eb7206c0e,2024-11-26,2024Q4,Public Goods,Firefly,PG Large Grants,30000.0,USDC,30000.0
0x7ba15a7950049505f63bdc0ef374daa5d46e2d6e96a4ef636d9d42754499407e,2024-11-26,2024Q4,Public Goods,Urbe Campus,PG Large Grants,5000.0,USDC,5000.0
0x8ba0d6e261677400f68261543a8b10ea0fe20ad797e31f0ff17b2d8a1cf2a19e,2024-11-27,2024Q4,Metagov,danch.eth,DAO Tooling,7500.0,USDC,7500.0
0x8ba0d6e261677400f68261543a8b10ea0fe20ad797e31f0ff17b2d8a1cf2a19e,2024-11-27,2024Q4,Metagov,estmcmxci.eth,IRL,4000.0,USDC,4000.0
0x8ba0d6e261677400f68261543a8b10ea0fe20ad797e31f0ff17b2d8a1cf2a19e,2024-11-27,2024Q4,Metagov,5pence.eth,IRL,4000.0,USDC,4000.0
0x8ba0d6e261677400f68261543a8b10ea0fe20ad797e31f0ff17b2d8a1cf2a19e,2024-11-27,2024Q4,Metagov,Blockful,Governance,0.0607,ETH,222.022997
0x86bb724e316a5c838299959cff8f6c04d77bd9188c6a6faf4ca9e78ca50763bc,2024-11-28,2024Q4,Metagov,blockful.eth,$ENS Distribution,15000.0,ENS,518850.00000000006
0x53663f861470592a24e05e0bf5c3ade5b26420603c6ac08be46e18d1a37c6e66,2024-11-28,2024Q4,Metagov,Blockful,Security Bounty,100000.0,USDC,100000.0
0x80b10aa629605bbe6d5f3baf2e3e3b86c4dbe66ee2421663317b29d01454fa8c,2024-11-29,2024Q4,DAO Wallet,Ecosystem,Ecosystem,836000.0,USDC,836000.0
0x80b10aa629605bbe6d5f3baf2e3e3b86c4dbe66ee2421663317b29d01454fa8c,2024-11-29,2024Q4,DAO Wallet,Public Goods,Public Goods,226000.0,USDC,226000.0
0x80b10aa629605bbe6d5f3baf2e3e3b86c4dbe66ee2421663317b29d01454fa8c,2024-11-29,2024Q4,DAO Wallet,Metagov,Metagov,254000.0,USDC,254000.0
0xee9f99b57c9b7f991ee136d44499fd57fede2b9933243f67d5789247efb36dfd,2024-11-29,2024Q4,DAO Wallet,Metagov,Metagov,30000.0,ENS,1048800.0
0x119cc292925837df3253569f3a5f384880ba0b70caee80c056053eb0c11e5641,2024-11-30,2024Q4,Metagov,limes.eth,Salaries,9500.0,USDC,9500.0
0x119cc292925837df3253569f3a5f384880ba0b70caee80c056053eb0c11e5641,2024-11-30,2024Q4,Metagov,slobo.eth,Salaries,6500.0,USDC,6500.0
0x119cc292925837df3253569f3a5f384880ba0b70caee80c056053eb0c11e5641,2024-11-30,2024Q4,Metagov,5pence.eth,Salaries,5500.0,USDC,5500.0
0x119cc292925837df3253569f3a5f384880ba0b70caee80c056053eb0c11e5641,2024-11-30,2024Q4,Metagov,simona.eth,Salaries,4500.0,USDC,4500.0
0x119cc292925837df3253569f3a5f384880ba0b70caee80c056053eb0c11e5641,2024-11-30,2024Q4,Metagov,coltron.eth,Salaries,4500.0,USDC,4500.0
0x119cc292925837df3253569f3a5f384880ba0b70caee80c056053eb0c11e5641,2024-11-30,2024Q4,Metagov,vegayp.eth,Salaries,4500.0,USDC,4500.0
0x119cc292925837df3253569f3a5f384880ba0b70caee80c056053eb0c11e5641,2024-11-30,2024Q4,Metagov,estmcmxci.eth,Salaries,4000.0,USDC,4000.0
0x119cc292925837df3253569f3a5f384880ba0b70caee80c056053eb0c11e5641,2024-11-30,2024Q4,Metagov,daemon.eth,Salaries,3000.0,USDC,3000.0
0x119cc292925837df3253569f3a5f384880ba0b70caee80c056053eb0c11e5641,2024-11-30,2024Q4,Metagov,184.eth,Salaries,3000.0,USDC,3000.0
Stream,2024-11-30,2024Q4,Providers,Resolverworks,Stream,57534.24657534248,USDC,57534.24657534248
Stream,2024-11-30,2024Q4,Providers,Namehash,Stream,49315.068493150684,USDC,49315.068493150684
Stream,2024-11-30,2024Q4,Providers,EFP,Stream,41095.890410958906,USDC,41095.890410958906
Stream,2024-11-30,2024Q4,Providers,ETHLimo,Stream,41095.890410958906,USDC,41095.890410958906
Stream,2024-11-30,2024Q4,Providers,Unruggable,Stream,32876.71232876712,USDC,32876.71232876712
Stream,2024-11-30,2024Q4,Providers,blockful.eth,Stream,24657.534246575342,USDC,24657.534246575342
Stream,2024-11-30,2024Q4,Providers,Wildcard,Stream,16438.35616438356,USDC,16438.35616438356
Stream,2024-11-30,2024Q4,Providers,generalmagic.eth,Stream,16438.35616438356,USDC,16438.35616438356
Stream,2024-11-30,2024Q4,Providers,Namespace,Stream,16438.35616438356,USDC,16438.35616438356
0x35240219f1886afb8e5d24af201448b622d475d7f4f83fd6767586072a31a106,2024-12-01,2024Q4,DAO Wallet,Providers,Providers,493150.684931,USDC,493150.684931
0xb642434417928afff158d81f92b55f87ca33e71a11a92b207af7a7b0dc2c4ea6,2024-12-02,2024Q4,Ecosystem,web3bio,Eco. Grants,25000.0,USDC,25000.0
0x0d6393de9b04361d2feb3e833a56ff6fe58d00aae3f18e4ac0f7e814989a223b,2024-12-02,2024Q4,Ecosystem,Ashu,Support,1700.0,USDC,1700.0
0x0d6393de9b04361d2feb3e833a56ff6fe58d00aae3f18e4ac0f7e814989a223b,2024-12-02,2024Q4,Ecosystem,estmcmxci.eth,SMM,560.0,USDC,560.0
0xc87aca4f64e95256f12f3c1fac63c9f0c58cd71de0efde33ed6c297443cbc247,2024-12-02,2024Q4,Ecosystem,Registrar,Names Renewal,0.225314469483661,ETH,821.2104063611837
0x1a87c181988c3f882348482b75775eea7bfe1a23aa48f75d2e8835cea4152a9f,2024-12-03,2024Q4,DAO Wallet,ENS Labs,ENS Labs,362969.154,USDC,362969.154
0x79fa35cf4273a3f0c2b7ac6a1a63ac9f11b8104afab56632e1e9e30c247f157a,2024-12-03,2024Q4,Ecosystem,estmcmxci.eth,Newsletter,1500.0,USDC,1500.0
0xa9d24408eecc07d9e82cc6c6eaec06e3524826bb5c680d64beeb96b7715ca25c,2024-12-05,2024Q4,Ecosystem,limes.eth,IRL,4000.0,USDC,4000.0
0xa9d24408eecc07d9e82cc6c6eaec06e3524826bb5c680d64beeb96b7715ca25c,2024-12-05,2024Q4,Ecosystem,slobo.eth,IRL,4000.0,USDC,4000.0
0xa9d24408eecc07d9e82cc6c6eaec06e3524826bb5c680d64beeb96b7715ca25c,2024-12-05,2024Q4,Ecosystem,184.eth,IRL,4000.0,USDC,4000.0
0x77f961d4ca8daf146370cfba87f2b1dc5695c1dd3cb4f58c14a0253f1a5b71a8,2024-12-05,2024Q4,Public Goods,caiomattos.eth,PG Large Grants,5000.0,USDC,5000.0
0xc73a2834409b550b1bc052d95860f9088c0dc994187238f86dcac17e6e7f48f4,2024-12-07,2024Q4,Ecosystem,stephancill.eth,Mini Grants,1.0,ETH,4000.53
0xc73a2834409b550b1bc052d95860f9088c0dc994187238f86dcac17e6e7f48f4,2024-12-07,2024Q4,Ecosystem,hodl.esf.eth,Mini Grants,1.0,ETH,4000.53
0xc98341b835ee8119df86d01b67fc81b81219dac29b1265c8eecb016d084f7475,2024-12-10,2024Q4,Registrar,DAO Wallet,DAO Wallet,883.1381741651427,ETH,3206339.1178874504
0x1d92649577f4b1c6ee087965004c4c0a93893f653c73f5dc3383b7143fca1b6f,2024-12-11,2024Q4,Ecosystem,ENS Fairy,Retro Grants,42.0,ETH,161068.74
0x30e7b16fd518423d83263e47543c17b8e40a9961ac382c4b4f7b95ff1d7c8070,2024-12-12,2024Q4,Public Goods,caiomattos.eth,PG Large Grants,5000.0,USDC,5000.0
0x57601c503ef7a77973664510ade851af66ac0877254a23111a612c63257b9bf1,2024-12-12,2024Q4,Public Goods,caiomattos.eth,PG Large Grants,5000.0,USDC,5000.0
0x4e1885663fe9818d1f59f5edb982ef88d32bad80d72c93f2a2a813a8bc7d6306,2024-12-13,2024Q4,Ecosystem,ETHGlobal,Hackathons,15000.0,USDC,15000.0
0xad7c4c0183d653aa6384883cc54b9b2c9d4d726ae004eb9449f7319b173e6736,2024-12-13,2024Q4,Ecosystem,nevvdevv.eth,Mini Grants,1.0,ETH,3907.67
0xa6351edd6109fcce3ba550d8c8d6c47810a3d7cef2fd6ed11a77886a4c06cd2b,2024-12-14,2024Q4,Registrar,DAO Wallet,DAO Wallet,28.760746546653863,ETH,111292.00962200086
0x435ffcf327f5e5910f30fb5730ad74458d924ddbf2cf857d6a5e9a8325f0e5da,2024-12-19,2024Q4,Ecosystem,0xdb0281,Hackathons,5000.0,USDC,5000.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,Onthis,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,ENS Fairy,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,beaconchain.eth,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,1w3.eth,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,stephancill.eth,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,Scope.sh,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,Fluidkey,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,planetable.eth,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,lcfr.eth,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,Pugson,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,web3bio,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,Blockscout,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,3DNS,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,namesys.eth,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,Kiwi News,$ENS Distribution,250.0,ENS,9005.0
0x6357daddf4fcbbc68d634f092352d2eea48117256f40682f7179d25e2bfa2259,2024-12-20,2024Q4,Ecosystem,frolic.eth,$ENS Distribution,250.0,ENS,9005.0
0xa8c75013fe5e16c2b3242dfe4d4bb3dfda45ffc3406fcfc05686911f4dd32fba,2024-12-24,2024Q4,Metagov,KarmaHQ,DAO Tooling,5000.0,USDC,5000.0
0x41abc774b3f2ceac3f50cc95537738a79d1505d9a9e34c5503433a985f83ab23,2024-12-27,2024Q4,DAO Wallet,ETHLimo,ETHLimo,240632.38,USDC,240632.38
0xe90e44742181d82d1ab14157d03d660c3dca520836e44cd2fc2556e174965dd0,2024-12-31,2024Q4,Ecosystem,Ashu,Support,1700.0,USDC,1700.0
0xb92744bc75042e237adcd8785e9a2de46661412fe87808640455977f3709ae12,2024-12-31,2024Q4,Ecosystem,estmcmxci.eth,Newsletter,1500.0,USDC,1500.0
0xe90e44742181d82d1ab14157d03d660c3dca520836e44cd2fc2556e174965dd0,2024-12-31,2024Q4,Ecosystem,estmcmxci.eth,SMM,560.0,USDC,560.0
0x1876ce4e24e52efcef24abc4d5170b850f47923fc17b8dee8446fcf117a37dab,2024-12-31,2024Q4,Public Goods,Revoke.Cash,PG Large Grants,10000.0,USDC,10000.0
0xd2b2a88f6c5dc529af520195f633834e29f69c8f97ef98883c2379adb74d6cba,2024-12-31,2024Q4,Public Goods,gashawk.eth,PG Large Grants,10000.0,USDC,10000.0
0x07ee63957b92c7ea9f0e26304442e36ec144648ac1b5bcfb02336ddb5d38aa95,2024-12-31,2024Q4,Public Goods,gashawk.eth,PG Large Grants,10000.0,USDC,10000.0
0xff9413546b4fde336c01361a2fa6229b4b327e1854b4fcbbc534687303d098e5,2024-12-31,2024Q4,Public Goods,caiomattos.eth,PG Large Grants,7000.0,USDC,7000.0
0x1f3473d1e3006f0668cb8aa54973375bbe458a795f9f713f93c18d4f542e51cd,2024-12-31,2024Q4,Public Goods,caiomattos.eth,PG Large Grants,5000.0,USDC,5000.0
0xbfa3fbb440b112f26922a84287a206fdf5efb72835f17d0eb39195f05f41b544,2024-12-31,2024Q4,Public Goods,caiomattos.eth,PG Large Grants,2000.0,USDC,2000.0
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,Shritesh Jamulkar,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,rohitramesh.eth,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,Hellen Williams,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,Francisco Cordero,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,kourin.eth,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,Carolina Gomez,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,Nishen Kaushika,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,vibern.eth,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,Bianca Trovo,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0xa35d65e95df52d7f6bcaa0fbbaf88b9a2bff74d5b892839d971f323436a746a6,2024-12-31,2024Q4,Metagov,dradaku.eth,$ENS Distribution,57.55702921,ENS,1899.3819639300002
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,limes.eth,Salaries,9500.0,USDC,9500.0
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,slobo.eth,Salaries,6500.0,USDC,6500.0
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,5pence.eth,Salaries,5500.0,USDC,5500.0
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,simona.eth,Salaries,4500.0,USDC,4500.0
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,coltron.eth,Salaries,4500.0,USDC,4500.0
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,vegayp.eth,Salaries,4500.0,USDC,4500.0
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,estmcmxci.eth,Salaries,4000.0,USDC,4000.0
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,avsa.eth,Salaries,4000.0,USDC,4000.0
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,184.eth,Salaries,3000.0,USDC,3000.0
0x3da4aed38e6215d325303fb285500ac15c5d4eff8c37bea0f67a789e8214b367,2024-12-31,2024Q4,Metagov,daemon.eth,Salaries,3000.0,USDC,3000.0
Stream,2024-12-31,2024Q4,Providers,Resolverworks,Stream,59452.054794520554,USDC,59452.054794520554
Stream,2024-12-31,2024Q4,Providers,Namehash,Stream,50958.904109589035,USDC,50958.904109589035
Stream,2024-12-31,2024Q4,Providers,ETHLimo,Stream,42465.75342465753,USDC,42465.75342465753
Stream,2024-12-31,2024Q4,Providers,EFP,Stream,42465.75342465753,USDC,42465.75342465753
Stream,2024-12-31,2024Q4,Providers,Unruggable,Stream,33972.602739726026,USDC,33972.602739726026
Stream,2024-12-31,2024Q4,Providers,blockful.eth,Stream,25479.452054794518,USDC,25479.452054794518
Stream,2024-12-31,2024Q4,Providers,Wildcard,Stream,16986.301369863013,USDC,16986.301369863013
Stream,2024-12-31,2024Q4,Providers,generalmagic.eth,Stream,16986.301369863013,USDC,16986.301369863013
Stream,2024-12-31,2024Q4,Providers,Namespace,Stream,16986.301369863013,USDC,16986.301369863013
0x051314b048719258ef28defa13bfb3297e0a999ad06049ff15e44cdbbb1ce9d0,2025-01-07,2025Q1,Ecosystem,nevvdevv.eth,$ENS Distribution,250.0,ENS,8332.5
0xb0bf1486aec0028a349ff5e6e0e6d232dccba0d19a73e6e146800397573384d0,2025-01-13,2025Q1,Registrar,DAO Wallet,DAO Wallet,294.0292945578916,ETH,922211.1212090447
0x1375bed275b4bc51ab322e81817584a48bc1c58bfd234776ccdc674ce7d7bcab,2025-01-15,2025Q1,Public Goods,leticiaferraz.eth,Articles,2025.0,USDC,2025.0
0x51482b22753f387a5032750e813707e3e20fa8a056c519f3cd5997bbf1a39732,2025-01-16,2025Q1,Public Goods,Socket,Builders,14.9,ETH,49282.048
0x440b28fe819bc74c27b542f5d08b9cac62666bd404fb0150b6d98a85145683b5,2025-01-16,2025Q1,Public Goods,Socket,Builders,0.01,ETH,33.0752
0xa66e95b4a12e78725d6deead26841ea5b74fc62758a5f225c8e14d41e752a0b6,2025-01-17,2025Q1,Metagov,Agora,DAO Tooling,50000.0,USDC,50000.0
0x9f9af4c2e9f5d9ee51a3e7a9b7a6d2b719f80b833cd2bc287024f29a0f8cdddb,2025-01-24,2025Q1,Public Goods,buidlguidl.eth,PG Large Grants,30000.0,USDC,30000.0
0xaa79d04b517ca79d08826df929139bf0286c716ac9eb661f330fb977e900fc21,2025-01-24,2025Q1,Public Goods,buidlguidl.eth,PG Large Grants,5000.0,USDC,5000.0
0xdc6f2745a962ecd24fb6d81b1a9005cf53b48dc2ff0ad9ae97eeea5da319aeb7,2025-01-24,2025Q1,Public Goods,buidlguidl.eth,PG Large Grants,5000.0,USDC,5000.0
0xa24f99865b86ece0a259457dd97141a2f3cd7c58765fd3a7a9c6bbb8de1f0c13,2025-01-25,2025Q1,Metagov,Karpatkey,$ENS Distribution,1574.788635,ENS,53558.56147635
0xa24f99865b86ece0a259457dd97141a2f3cd7c58765fd3a7a9c6bbb8de1f0c13,2025-01-25,2025Q1,Metagov,Immunefi,$ENS Distribution,1162.595002,ENS,39539.85601802
0xa24f99865b86ece0a259457dd97141a2f3cd7c58765fd3a7a9c6bbb8de1f0c13,2025-01-25,2025Q1,Metagov,UGWST_COM,$ENS Distribution,996.9169893,ENS,33905.146806093
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Rotki,$ENS Distribution,845.7035887,ENS,28762.379051686996
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,gashawk.eth,$ENS Distribution,728.0452307,ENS,24760.818296107
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,buidlguidl.eth,$ENS Distribution,681.0239538,ENS,23161.624668737997
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,borderlessafrica.eth,$ENS Distribution,630.5056649,ENS,21443.497663249
0xa24f99865b86ece0a259457dd97141a2f3cd7c58765fd3a7a9c6bbb8de1f0c13,2025-01-25,2025Q1,Metagov,daemon.eth,$ENS Distribution,598.1501936,ENS,20343.088084336
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Onthis,$ENS Distribution,575.5702921,ENS,19575.145634320997
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,1w3.eth,$ENS Distribution,575.5702921,ENS,19575.145634320997
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,beaconchain.eth,$ENS Distribution,575.5702921,ENS,19575.145634320997
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Blockscout,$ENS Distribution,575.5702921,ENS,19575.145634320997
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,namesys.eth,$ENS Distribution,575.5702921,ENS,19575.145634320997
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Firefly,$ENS Distribution,514.8057196,ENS,17508.542523596
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Revoke.Cash,$ENS Distribution,514.8057196,ENS,17508.542523596
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,EIP-7212,$ENS Distribution,514.8057196,ENS,17508.542523596
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,ethdaily.eth,$ENS Distribution,442.8167165,ENS,15060.196528165
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Urbe Campus,$ENS Distribution,441.0536224,ENS,15000.233697823998
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Ashu,$ENS Distribution,415.0496402,ENS,14115.838263201998
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Dappnode,$ENS Distribution,406.9896566,ENS,13841.718220965999
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,generalmagic.eth,$ENS Distribution,391.4458592,ENS,13313.073671391998
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,frolic.eth,$ENS Distribution,364.0226153,ENS,12380.409146352999
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Juicebox,$ENS Distribution,364.0226153,ENS,12380.409146352999
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Pugson,$ENS Distribution,364.0226153,ENS,12380.409146352999
0xa24f99865b86ece0a259457dd97141a2f3cd7c58765fd3a7a9c6bbb8de1f0c13,2025-01-25,2025Q1,Metagov,Tally,$ENS Distribution,345.3333498,ENS,11744.787226698
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,pairwise.eth,$ENS Distribution,333.6755278,ENS,11348.304700478
0xa24f99865b86ece0a259457dd97141a2f3cd7c58765fd3a7a9c6bbb8de1f0c13,2025-01-25,2025Q1,Metagov,navad,$ENS Distribution,315.2528324,ENS,10721.748829924
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,apoorv.eth,$ENS Distribution,305.0387884,ENS,10374.369193483999
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,leticiaferraz.eth,$ENS Distribution,303.4586495,ENS,10320.628669495
0xa24f99865b86ece0a259457dd97141a2f3cd7c58765fd3a7a9c6bbb8de1f0c13,2025-01-25,2025Q1,Metagov,Sagamore,$ENS Distribution,281.9707054,ENS,9589.823690653999
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,Urbe Campus,$ENS Distribution,257.4028598,ENS,8754.271261798
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,eth-mexico.eth,$ENS Distribution,257.4028598,ENS,8754.271261798
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,DAOstar,$ENS Distribution,257.4028598,ENS,8754.271261798
0x46aca713338937d99ec1ce522aeef79e95af864860b3d807b724b94e744dbfd6,2025-01-25,2025Q1,Metagov,aynieducativo.eth,$ENS Distribution,257.4028598,ENS,8754.271261798
0xa24f99865b86ece0a259457dd97141a2f3cd7c58765fd3a7a9c6bbb8de1f0c13,2025-01-25,2025Q1,Metagov,adhd,$ENS Distribution,257.4028598,ENS,8754.271261798
